Album,File,Path
Metro Boomin - NOT ALL HEROES WEAR CAPES,"No More (feat. Travis Scott, Kodak Black & 21 Savage).flac","/home/tushar/Documents/SoulSeek/SeekShare/Music/Metro Boomin - NOT ALL HEROES WEAR CAPES/No More (feat. Travis Scott, Kodak Black & 21 Savage).flac"
Metro Boomin - NOT ALL HEROES WEAR CAPES,10AM-Save The World (feat. Gucci Mane).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Metro Boomin - NOT ALL HEROES WEAR CAPES/10AM-Save The World (feat. Gucci Mane).flac
Metro Boomin - NOT ALL HEROES WEAR CAPES,"Only You (feat. Wizkid, Offset & J Balvin).flac","/home/tushar/Documents/SoulSeek/SeekShare/Music/Metro Boomin - NOT ALL HEROES WEAR CAPES/Only You (feat. Wizkid, Offset & J Balvin).flac"
Metro Boomin - NOT ALL HEROES WEAR CAPES,10 Freaky Girls (feat. 21 Savage).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Metro Boomin - NOT ALL HEROES WEAR CAPES/10 Freaky Girls (feat. 21 Savage).flac
Metro Boomin - NOT ALL HEROES WEAR CAPES,Lesbian (feat. Gunna & Young Thug).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Metro Boomin - NOT ALL HEROES WEAR CAPES/Lesbian (feat. Gunna & Young Thug).flac
Metro Boomin - NOT ALL HEROES WEAR CAPES,Up To Something (feat. Travis Scott & Young Thug).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Metro Boomin - NOT ALL HEROES WEAR CAPES/Up To Something (feat. Travis Scott & Young Thug).flac
Metro Boomin - NOT ALL HEROES WEAR CAPES,Overdue (feat. Travis Scott).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Metro Boomin - NOT ALL HEROES WEAR CAPES/Overdue (feat. Travis Scott).flac
Metro Boomin - NOT ALL HEROES WEAR CAPES,Dreamcatcher (feat. Swae Lee & Travis Scott).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Metro Boomin - NOT ALL HEROES WEAR CAPES/Dreamcatcher (feat. Swae Lee & Travis Scott).flac
Metro Boomin - NOT ALL HEROES WEAR CAPES,Borrowed Love (feat. Swae Lee & Wizkid).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Metro Boomin - NOT ALL HEROES WEAR CAPES/Borrowed Love (feat. Swae Lee & Wizkid).flac
Metro Boomin - NOT ALL HEROES WEAR CAPES,Don't Come Out The House (feat. 21 Savage).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Metro Boomin - NOT ALL HEROES WEAR CAPES/Don't Come Out The House (feat. 21 Savage).flac
Metro Boomin - NOT ALL HEROES WEAR CAPES,Space Cadet (feat. Gunna).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Metro Boomin - NOT ALL HEROES WEAR CAPES/Space Cadet (feat. Gunna).flac
Metro Boomin - NOT ALL HEROES WEAR CAPES,No Complaints (Bonus) (feat. Offset & Drake).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Metro Boomin - NOT ALL HEROES WEAR CAPES/No Complaints (Bonus) (feat. Offset & Drake).flac
Metro Boomin - NOT ALL HEROES WEAR CAPES,Only 1 (Interlude) (feat. Travis Scott).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Metro Boomin - NOT ALL HEROES WEAR CAPES/Only 1 (Interlude) (feat. Travis Scott).flac
Frank Ocean - Blonde [24],12 Facebook Story.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/12 Facebook Story.flac
Frank Ocean - Blonde [24],1 Nikes.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/1 Nikes.flac
Frank Ocean - Blonde [24],7 Self Control.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/7 Self Control.flac
Frank Ocean - Blonde [24],5 Solo.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/5 Solo.flac
Frank Ocean - Blonde [24],15 Seigfried.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/15 Seigfried.flac
Frank Ocean - Blonde [24],13 Close to You.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/13 Close to You.flac
Frank Ocean - Blonde [24],9 Nights.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/9 Nights.flac
Frank Ocean - Blonde [24],14 White Ferrari.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/14 White Ferrari.flac
Frank Ocean - Blonde [24],8 Good Guy.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/8 Good Guy.flac
Frank Ocean - Blonde [24],16 Godspeed.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/16 Godspeed.flac
Frank Ocean - Blonde [24],17 Futura Free.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/17 Futura Free.flac
Frank Ocean - Blonde [24],10Solo (Reprise).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/10Solo (Reprise).flac
Frank Ocean - Blonde [24],2 Ivy.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/2 Ivy.flac
Frank Ocean - Blonde [24],3 Pink + White.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/3 Pink + White.flac
Frank Ocean - Blonde [24],4 Be Yourself.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/4 Be Yourself.flac
Frank Ocean - Blonde [24],11 Pretty Sweet.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/11 Pretty Sweet.flac
Frank Ocean - Blonde [24],6 Skyline To.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Frank Ocean - Blonde [24]/6 Skyline To.flac
Kendrick Lamar - DAMN (2017),04 - ELEMENT.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - DAMN (2017)/04 - ELEMENT.flac
Kendrick Lamar - DAMN (2017),11 - XXX.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - DAMN (2017)/11 - XXX.flac
Kendrick Lamar - DAMN (2017),09 - LUST.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - DAMN (2017)/09 - LUST.flac
Kendrick Lamar - DAMN (2017),02 - DNA.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - DAMN (2017)/02 - DNA.flac
Kendrick Lamar - DAMN (2017),05 - FEEL.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - DAMN (2017)/05 - FEEL.flac
Kendrick Lamar - DAMN (2017),10 - LOVE.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - DAMN (2017)/10 - LOVE.flac
Kendrick Lamar - DAMN (2017),07 - PRIDE.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - DAMN (2017)/07 - PRIDE.flac
Kendrick Lamar - DAMN (2017),01 - BLOOD.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - DAMN (2017)/01 - BLOOD.flac
Kendrick Lamar - DAMN (2017),12 - FEAR.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - DAMN (2017)/12 - FEAR.flac
Kendrick Lamar - DAMN (2017),14 - DUCKWORTH.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - DAMN (2017)/14 - DUCKWORTH.flac
Kendrick Lamar - DAMN (2017),03 - YAH.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - DAMN (2017)/03 - YAH.flac
Kendrick Lamar - DAMN (2017),06 - LOYALTY.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - DAMN (2017)/06 - LOYALTY.flac
Kendrick Lamar - DAMN (2017),08 - HUMBLE.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - DAMN (2017)/08 - HUMBLE.flac
Kendrick Lamar - DAMN (2017),13 - GOD.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Kendrick Lamar - DAMN (2017)/13 - GOD.flac
Eminem - Kamikaze,13 Venom (music from the motion picture).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Eminem - Kamikaze/13 Venom (music from the motion picture).flac
Eminem - Kamikaze,11 Nice Guy.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Eminem - Kamikaze/11 Nice Guy.flac
Eminem - Kamikaze,09 Kamikaze.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Eminem - Kamikaze/09 Kamikaze.flac
Eminem - Kamikaze,08 Not Alike.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Eminem - Kamikaze/08 Not Alike.flac
Eminem - Kamikaze,02 Greatest.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Eminem - Kamikaze/02 Greatest.flac
Eminem - Kamikaze,04 Paul (skit).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Eminem - Kamikaze/04 Paul (skit).flac
Eminem - Kamikaze,01 The Ringer.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Eminem - Kamikaze/01 The Ringer.flac
Eminem - Kamikaze,03 Lucky You.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Eminem - Kamikaze/03 Lucky You.flac
Eminem - Kamikaze,10 Fall.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Eminem - Kamikaze/10 Fall.flac
Eminem - Kamikaze,05 Normal.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Eminem - Kamikaze/05 Normal.flac
Eminem - Kamikaze,12 Good Guy.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Eminem - Kamikaze/12 Good Guy.flac
Eminem - Kamikaze,07 Stepping Stone.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Eminem - Kamikaze/07 Stepping Stone.flac
Eminem - Kamikaze,06 Em Calls Paul (skit).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Eminem - Kamikaze/06 Em Calls Paul (skit).flac
Tron  Legacy OST (Special Edition) (2010),03 - The Son of Flynn.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Tron  Legacy OST (Special Edition) (2010)/03 - The Son of Flynn.flac
Tron  Legacy OST (Special Edition) (2010),01 - Overture.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Tron  Legacy OST (Special Edition) (2010)/01 - Overture.flac
Tron  Legacy OST (Special Edition) (2010),05 - Armory.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Tron  Legacy OST (Special Edition) (2010)/05 - Armory.flac
Tron  Legacy OST (Special Edition) (2010),04 - Recognizer.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Tron  Legacy OST (Special Edition) (2010)/04 - Recognizer.flac
Tron  Legacy OST (Special Edition) (2010),02 - The Grid.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Tron  Legacy OST (Special Edition) (2010)/02 - The Grid.flac
Baby Keem - The Melodic Blue,"10 - Baby Keem, Kendrick Lamar - family ties(Explicit).flac","/home/tushar/Documents/SoulSeek/SeekShare/Music/Baby Keem - The Melodic Blue/10 - Baby Keem, Kendrick Lamar - family ties(Explicit).flac"
"Yasuha - Golden Best (2006, Universal-Japan)",08 - Namida no Broken Heart.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/08 - Namida no Broken Heart.flac"
"Yasuha - Golden Best (2006, Universal-Japan)",17 - Sincerely Yours.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/17 - Sincerely Yours.flac"
"Yasuha - Golden Best (2006, Universal-Japan)",02 - Morning Date.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/02 - Morning Date.flac"
"Yasuha - Golden Best (2006, Universal-Japan)","16 - Yes, It's My Heart.flac","/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/16 - Yes, It's My Heart.flac"
"Yasuha - Golden Best (2006, Universal-Japan)",06 - Thinking of You.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/06 - Thinking of You.flac"
"Yasuha - Golden Best (2006, Universal-Japan)",05 - Mizuiro no One-Piece.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/05 - Mizuiro no One-Piece.flac"
"Yasuha - Golden Best (2006, Universal-Japan)",10 - Hot Town.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/10 - Hot Town.flac"
"Yasuha - Golden Best (2006, Universal-Japan)",04 - Totsuzen Happening.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/04 - Totsuzen Happening.flac"
"Yasuha - Golden Best (2006, Universal-Japan)",09 - Cool Town.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/09 - Cool Town.flac"
"Yasuha - Golden Best (2006, Universal-Japan)",03 - Bluenight Blue.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/03 - Bluenight Blue.flac"
"Yasuha - Golden Best (2006, Universal-Japan)",01 - Fly-Day Chinatown.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/01 - Fly-Day Chinatown.flac"
"Yasuha - Golden Best (2006, Universal-Japan)",13 - Shitamachi Swing.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/13 - Shitamachi Swing.flac"
"Yasuha - Golden Best (2006, Universal-Japan)",15 - Natsu no Relief.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/15 - Natsu no Relief.flac"
"Yasuha - Golden Best (2006, Universal-Japan)",07 - Paul Porry Polor.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/07 - Paul Porry Polor.flac"
"Yasuha - Golden Best (2006, Universal-Japan)","11 - Natsu no Koi, Jealousy.flac","/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/11 - Natsu no Koi, Jealousy.flac"
"Yasuha - Golden Best (2006, Universal-Japan)",12 - Natsu no Episode.flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/12 - Natsu no Episode.flac"
"Yasuha - Golden Best (2006, Universal-Japan)",14 - Short Story (Tanpen Shousetsu).flac,"/home/tushar/Documents/SoulSeek/SeekShare/Music/Yasuha - Golden Best (2006, Universal-Japan)/14 - Short Story (Tanpen Shousetsu).flac"
Daft Punk - Random Access Memories (2013),04 - Within.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Daft Punk - Random Access Memories (2013)/04 - Within.flac
Daft Punk - Random Access Memories (2013),13 - Contact.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Daft Punk - Random Access Memories (2013)/13 - Contact.flac
Daft Punk - Random Access Memories (2013),11 - Fragments of Time.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Daft Punk - Random Access Memories (2013)/11 - Fragments of Time.flac
Daft Punk - Random Access Memories (2013),03 - Giorgio by Moroder.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Daft Punk - Random Access Memories (2013)/03 - Giorgio by Moroder.flac
Daft Punk - Random Access Memories (2013),08 - Get Lucky.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Daft Punk - Random Access Memories (2013)/08 - Get Lucky.flac
Daft Punk - Random Access Memories (2013),07 - Touch.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Daft Punk - Random Access Memories (2013)/07 - Touch.flac
Daft Punk - Random Access Memories (2013),02 - The Game of Love.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Daft Punk - Random Access Memories (2013)/02 - The Game of Love.flac
Daft Punk - Random Access Memories (2013),12 - Doinâ€™ It Right.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Daft Punk - Random Access Memories (2013)/12 - Doinâ€™ It Right.flac
Daft Punk - Random Access Memories (2013),01 - Give Life Back to Music.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Daft Punk - Random Access Memories (2013)/01 - Give Life Back to Music.flac
Daft Punk - Random Access Memories (2013),09 - Beyond.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Daft Punk - Random Access Memories (2013)/09 - Beyond.flac
Daft Punk - Random Access Memories (2013),10 - Motherboard.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Daft Punk - Random Access Memories (2013)/10 - Motherboard.flac
Daft Punk - Random Access Memories (2013),06 - Lose Yourself to Dance.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Daft Punk - Random Access Memories (2013)/06 - Lose Yourself to Dance.flac
Daft Punk - Random Access Memories (2013),05 - Instant Crush.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Daft Punk - Random Access Memories (2013)/05 - Instant Crush.flac
MGMT - Little Dark Age (2018),10 - Hand It Over.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/MGMT - Little Dark Age (2018)/10 - Hand It Over.flac
MGMT - Little Dark Age (2018),04 - Me And Michael.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/MGMT - Little Dark Age (2018)/04 - Me And Michael.flac
MGMT - Little Dark Age (2018),02 - Little Dark Age.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/MGMT - Little Dark Age (2018)/02 - Little Dark Age.flac
MGMT - Little Dark Age (2018),01 - She Works Out Too Much.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/MGMT - Little Dark Age (2018)/01 - She Works Out Too Much.flac
MGMT - Little Dark Age (2018),05 - TSLAMP.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/MGMT - Little Dark Age (2018)/05 - TSLAMP.flac
MGMT - Little Dark Age (2018),08 - One Thing Left To Try.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/MGMT - Little Dark Age (2018)/08 - One Thing Left To Try.flac
MGMT - Little Dark Age (2018),09 - When You're Small.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/MGMT - Little Dark Age (2018)/09 - When You're Small.flac
MGMT - Little Dark Age (2018),07 - Days That Got Away.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/MGMT - Little Dark Age (2018)/07 - Days That Got Away.flac
MGMT - Little Dark Age (2018),03 - When You Die.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/MGMT - Little Dark Age (2018)/03 - When You Die.flac
MGMT - Little Dark Age (2018),06 - James.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/MGMT - Little Dark Age (2018)/06 - James.flac
The Neighborhood - I Love You,04 - Sweater Weather.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/The Neighborhood - I Love You/04 - Sweater Weather.flac
METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),"11 - Nonviolent Communication (with James Blake, ASAP Rocky, and 21 Savage).flac","/home/tushar/Documents/SoulSeek/SeekShare/Music/METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)/11 - Nonviolent Communication (with James Blake, ASAP Rocky, and 21 Savage).flac"
METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),04 - Danger (Spider) (performed by Offset and JID).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)/04 - Danger (Spider) (performed by Offset and JID).flac
METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),07 - Silk & Cologne (performed by Ei8ht and Offset).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)/07 - Silk & Cologne (performed by Ei8ht and Offset).flac
METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),03 - All the Way Live (with Future and Lil Uzi Vert).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)/03 - All the Way Live (with Future and Lil Uzi Vert).flac
METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),"01 - Annihilate (with Swae Lee, Lil Wayne, and Offset).flac","/home/tushar/Documents/SoulSeek/SeekShare/Music/METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)/01 - Annihilate (with Swae Lee, Lil Wayne, and Offset).flac"
METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),06 - Calling (with Swae Lee and Nav featuring A Boogie wit da Hoodie).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)/06 - Calling (with Swae Lee and Nav featuring A Boogie wit da Hoodie).flac
METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),13 - Nas Morales (with Nas).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)/13 - Nas Morales (with Nas).flac
METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),10 - Home (with Don Toliver and Lil Uzi Vert).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)/10 - Home (with Don Toliver and Lil Uzi Vert).flac
METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),05 - Hummingbird (with James Blake).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)/05 - Hummingbird (with James Blake).flac
METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),09 - Self Love (with Coi Leray).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)/09 - Self Love (with Coi Leray).flac
METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),02 - Am I Dreaming (with ASAP Rocky and Roisee).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)/02 - Am I Dreaming (with ASAP Rocky and Roisee).flac
METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),08 - Link Up (with Don Toliver and Wizkid featuring Beam and Toian).flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)/08 - Link Up (with Don Toliver and Wizkid featuring Beam and Toian).flac
METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),"12 - Givin' Up (Not the One) (performed by Don Toliver, 21 Savage, and 2 Chainz).flac","/home/tushar/Documents/SoulSeek/SeekShare/Music/METRO BOOMIN PRESENTS SPIDER-MAN ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE)/12 - Givin' Up (Not the One) (performed by Don Toliver, 21 Savage, and 2 Chainz).flac"
Imagine Dragons,Imagine Dragons - Bones.flac,/home/tushar/Documents/SoulSeek/SeekShare/Music/Imagine Dragons/Imagine Dragons - Bones.flac
Imagine Dragons,Imagine Dragons - Demons.mp3,/home/tushar/Documents/SoulSeek/SeekShare/Music/Imagine Dragons/Imagine Dragons - Demons.mp3
Imagine Dragons,Imagine Dragons - Radioactive.mp3,/home/tushar/Documents/SoulSeek/SeekShare/Music/Imagine Dragons/Imagine Dragons - Radioactive.mp3
